<html><head>
<meta http-equiv="content-type" content="text/html; charset=windows-1252"><link href="TREC_UTARELS_0_tiedostot/screen.css" rel="stylesheet" type="text/css"><link href="TREC_UTARELS_0_tiedostot/screen_004.css" rel="stylesheet" type="text/css"><link href="TREC_UTARELS_0_tiedostot/screen_003.css" rel="stylesheet" type="text/css"><link href="TREC_UTARELS_0_tiedostot/screen_002.css" rel="stylesheet" type="text/css"></head><body><div class="fixed leftAlign">
408,00;"FBIS3-58";0,00<br>
408,00;"FR940413-2-00130";0,00<br>
408,00;"FR940831-2-00107";0,00<br>
408,00;"FR940104-0-00034";0,00<br>
408,00;"LA101490-0135";0,00<br>
408,00;"LA041789-0052";0,00<br>
408,00;"LA022290-0107";0,00<br>
408,00;"LA082189-0033";0,00<br>
408,00;"LA123090-0152";0,00<br>
408,00;"LA030990-0199";0,00<br>
408,00;"LA122189-0139";0,00<br>
408,00;"LA062290-0070";0,00<br>
408,00;"LA011389-0030";0,00<br>
408,00;"LA110790-0045";0,00<br>
408,00;"LA091890-0044";0,00<br>
408,00;"LA080789-0089";0,00<br>
408,00;"FT942-4932";0,00<br>
408,00;"LA071989-0006";0,00<br>
408,00;"LA010189-0113";0,00<br>
408,00;"LA020490-0212";0,00<br>
408,00;"LA052189-0006";0,00<br>
360,00;"FBIS4-10109";0,00<br>
360,00;"FBIS4-10091";0,00<br>
360,00;"FBIS4-45176";0,00<br>
360,00;"FBIS4-67052";0,00<br>
360,00;"FBIS4-57566";0,00<br>
360,00;"FBIS4-67073";0,00<br>
360,00;"FBIS3-41399";0,00<br>
360,00;"FBIS4-67025";0,00<br>
360,00;"FBIS4-65557";0,00<br>
360,00;"FBIS4-67155";0,00<br>
416,00;"FBIS4-2488";0,00<br>
416,00;"FBIS3-31481";0,00<br>
416,00;"FBIS4-2028";0,00<br>
416,00;"FBIS3-46244";0,00<br>
416,00;"FBIS3-4089";0,00<br>
416,00;"FBIS4-41050";0,00<br>
416,00;"FT924-928";0,00<br>
416,00;"LA010490-0025";0,00<br>
416,00;"FBIS4-33116";0,00<br>
416,00;"FBIS3-43457";0,00<br>
416,00;"FBIS4-54186";0,00<br>
416,00;"FT942-16426";0,00<br>
416,00;"FBIS4-66356";0,00<br>
416,00;"FBIS3-6788";0,00<br>
416,00;"FR940412-2-00099";0,00<br>
416,00;"FBIS3-27602";0,00<br>
416,00;"LA010490-0045";0,00<br>
416,00;"FBIS3-50350";0,00<br>
416,00;"FBIS3-40517";0,00<br>
416,00;"FBIS3-20655";0,00<br>
416,00;"FR940214-2-00171";0,00<br>
416,00;"LA010490-0005";0,00<br>
416,00;"FR940727-0-00132";0,00<br>
416,00;"FR940603-1-00171";0,00<br>
416,00;"FT922-10897";0,00<br>
416,00;"FR941025-0-00053";0,00<br>
416,00;"FT911-3356";0,00<br>
416,00;"FR940304-1-00155";0,00<br>
416,00;"FBIS3-18383";0,00<br>
416,00;"LA011389-0040";0,00<br>
416,00;"FR940516-2-00134";0,00<br>
416,00;"FBIS3-1721";0,00<br>
416,00;"FR940214-2-00242";0,00<br>
416,00;"FR940920-1-00080";0,00<br>
416,00;"FT942-7356";0,00<br>
416,00;"FT934-15727";0,00<br>
416,00;"FR940119-2-00104";0,00<br>
416,00;"FBIS3-21715";0,00<br>
416,00;"FR940825-1-00071";0,00<br>
416,00;"FBIS4-50685";0,00<br>
416,00;"FBIS3-26464";0,00<br>
416,00;"LA010189-0138";0,00<br>
416,00;"FBIS4-44661";0,00<br>
416,00;"FBIS4-14796";0,00<br>
416,00;"LA010689-0063";0,00<br>
416,00;"FBIS3-24654";0,00<br>
416,00;"FBIS4-26677";0,00<br>
416,00;"FBIS3-20483";0,00<br>
416,00;"FBIS3-20441";0,00<br>
416,00;"FBIS3-10291";0,00<br>
416,00;"FBIS4-68445";0,00<br>
416,00;"FBIS4-2204";0,00<br>
416,00;"FBIS4-49021";0,00<br>
416,00;"LA090590-0025";0,00<br>
416,00;"LA112590-0107";0,00<br>
416,00;"LA032590-0143";0,00<br>
420,00;"FT931-9214";0,00<br>
420,00;"LA061490-0131";0,00<br>
420,00;"LA083189-0131";0,00<br>
420,00;"FT941-8969";0,00<br>
420,00;"FBIS3-22874";0,00<br>
420,00;"LA011590-0097";0,00<br>
420,00;"FBIS3-31031";0,00<br>
420,00;"FR940505-1-00297";0,00<br>
420,00;"FBIS3-18754";0,00<br>
420,00;"FT931-4431";0,00<br>
420,00;"FR941103-0-00077";0,00<br>
420,00;"FR941006-1-00115";0,00<br>
420,00;"FR940405-1-00056";0,00<br>
420,00;"FR940606-0-00044";0,00<br>
420,00;"FR940513-1-00067";0,00<br>
420,00;"FR940930-0-00189";0,00<br>
420,00;"LA022189-0053";0,00<br>
420,00;"FR940803-1-00032";0,00<br>
420,00;"FT923-9498";0,00<br>
420,00;"LA122989-0059";0,00<br>
420,00;"FR940711-2-00022";0,00<br>
420,00;"FT933-13063";0,00<br>
420,00;"FR940406-2-00067";0,00<br>
420,00;"FBIS3-22138";0,00<br>
420,00;"FR941202-0-00075";0,00<br>
420,00;"FR940831-0-00063";0,00<br>
420,00;"FR940505-1-00191";0,00<br>
420,00;"FR940216-0-00085";0,00<br>
420,00;"FR940627-0-00138";0,00<br>
420,00;"FR940921-0-00145";0,00<br>
420,00;"FR940817-2-00067";0,00<br>
420,00;"FR940127-1-00077";0,00<br>
420,00;"FR941017-2-00057";0,00<br>
420,00;"FR940505-1-00435";0,00<br>
420,00;"FR940617-0-00161";0,00<br>
420,00;"FR940418-0-00017";0,00<br>
420,00;"LA051190-0097";0,00<br>
420,00;"LA042990-0138";0,00<br>
420,00;"FR940920-1-00080";0,00<br>
420,00;"FR940318-0-00165";0,00<br>
420,00;"FR940602-1-00058";0,00<br>
420,00;"FBIS3-11150";0,00<br>
420,00;"FBIS4-45661";0,00<br>
420,00;"FT921-7848";0,00<br>
420,00;"FT943-5192";0,00<br>
420,00;"FR940920-1-00031";0,00<br>
420,00;"LA041790-0089";0,00<br>
420,00;"FBIS4-22956";0,00<br>
420,00;"FT911-262";0,00<br>
420,00;"LA112690-0001";0,00<br>
420,00;"LA040190-0174";0,00<br>
420,00;"FBIS3-59751";0,00<br>
420,00;"FBIS3-40554";0,00<br>
420,00;"FBIS4-1563";0,00<br>
420,00;"FBIS3-43002";0,00<br>
420,00;"FBIS4-50706";0,00<br>
360,00;"FBIS4-56743";0,00<br>
360,00;"FBIS4-33019";0,00<br>
360,00;"FBIS4-42829";0,00<br>
384,00;"FBIS3-17206";0,00<br>
384,00;"FT943-17078";0,00<br>
384,00;"FR940620-2-00054";0,00<br>
384,00;"FT943-8680";0,00<br>
384,00;"FT933-13343";0,00<br>
384,00;"FBIS4-11733";0,00<br>
384,00;"FT933-5505";0,00<br>
384,00;"FBIS3-55011";0,00<br>
399,00;"FBIS3-61488";0,00<br>
399,00;"FBIS4-9780";0,00<br>
399,00;"FBIS4-10932";0,00<br>
399,00;"FBIS3-24592";0,00<br>
399,00;"FR940503-0-00067";0,00<br>
399,00;"FBIS4-62708";0,00<br>
399,00;"FBIS3-47567";0,00<br>
399,00;"FBIS4-15861";0,00<br>
399,00;"FBIS4-45780";0,00<br>
399,00;"FBIS3-23689";0,00<br>
399,00;"FBIS4-27787";0,00<br>
399,00;"FBIS3-58966";0,00<br>
399,00;"FBIS3-24518";0,00<br>
399,00;"FBIS3-48262";0,00<br>
399,00;"FR940404-2-00188";0,00<br>
399,00;"FBIS3-11022";0,00<br>
399,00;"FR940203-2-00010";0,00<br>
399,00;"FBIS4-26062";0,00<br>
399,00;"FR940325-1-00019";0,00<br>
399,00;"FR940217-2-00013";0,00<br>
399,00;"FBIS4-52299";0,00<br>
399,00;"FBIS4-35126";0,00<br>
399,00;"FBIS3-33102";0,00<br>
399,00;"FR940503-2-00014";0,00<br>
399,00;"FR940414-2-00008";0,00<br>
399,00;"FR940506-1-00045";0,00<br>
399,00;"FR940203-0-00076";0,00<br>
399,00;"FBIS3-3126";0,00<br>
399,00;"FR940513-1-00098";0,00<br>
399,00;"FR940224-1-00053";0,00<br>
399,00;"FR940429-2-00013";0,00<br>
399,00;"FBIS3-33324";0,00<br>
399,00;"FR940406-2-00032";0,00<br>
399,00;"FBIS4-22614";0,00<br>
399,00;"FBIS4-47169";0,00<br>
399,00;"FR940119-0-00057";0,00<br>
399,00;"FBIS3-44552";0,00<br>
399,00;"FR940513-2-00008";0,00<br>
399,00;"FBIS4-20436";0,00<br>
399,00;"FBIS3-21268";0,00<br>
399,00;"FBIS3-42394";0,00<br>
399,00;"FBIS4-67542";0,00<br>
399,00;"FBIS4-29958";0,00<br>
399,00;"FBIS3-59750";0,00<br>
399,00;"FBIS3-59748";0,00<br>
399,00;"FBIS3-59752";0,00<br>
399,00;"FR940217-1-00037";0,00<br>
399,00;"FBIS4-1860";0,00<br>
399,00;"FBIS3-40388";0,00<br>
399,00;"FBIS3-24653";0,00<br>
399,00;"FBIS4-45041";0,00<br>
399,00;"FBIS3-43160";0,00<br>
399,00;"FBIS4-42";0,00<br>
399,00;"FT932-15589";0,00<br>
399,00;"FT921-14378";0,00<br>
399,00;"FT933-2549";0,00<br>
399,00;"FT944-2570";0,00<br>
399,00;"LA062689-0009";0,00<br>
399,00;"FT923-4337";0,00<br>
399,00;"FT922-8929";0,00<br>
399,00;"LA090289-0008";0,00<br>
399,00;"FT922-8280";0,00<br>
399,00;"FT943-12116";0,00<br>
399,00;"LA100690-0148";0,00<br>
399,00;"FT942-4810";0,00<br>
399,00;"FT944-9495";0,00<br>
399,00;"FT924-11779";0,00<br>
399,00;"LA072290-0058";0,00<br>
399,00;"LA121089-0230";0,00<br>
399,00;"FR940617-2-00166";0,00<br>
399,00;"FT941-75";0,00<br>
399,00;"FR940725-0-00072";0,00<br>
399,00;"FR941003-0-00034";0,00<br>
399,00;"FT922-12600";0,00<br>
399,00;"FR940627-2-00013";0,00<br>
399,00;"LA050490-0057";0,00<br>
399,00;"FT923-531";0,00<br>
399,00;"FR940810-1-00019";0,00<br>
399,00;"LA062290-0052";0,00<br>
399,00;"LA020990-0120";0,00<br>
399,00;"LA111090-0003";0,00<br>
399,00;"FR940805-0-00041";0,00<br>
399,00;"FR941121-0-00130";0,00<br>
399,00;"LA081390-0001";0,00<br>
399,00;"LA110589-0102";0,00<br>
399,00;"FR941230-0-00091";0,00<br>
399,00;"FT922-10028";0,00<br>
399,00;"LA040689-0058";0,00<br>
399,00;"FR940913-1-00034";0,00<br>
399,00;"LA040989-0029";0,00<br>
399,00;"FT944-4092";0,00<br>
399,00;"LA110389-0055";0,00<br>
399,00;"FR940916-0-00052";0,00<br>
399,00;"FR941028-1-00031";0,00<br>
399,00;"FT942-5360";0,00<br>
399,00;"FT931-16402";0,00<br>
399,00;"FR940811-0-00046";0,00<br>
399,00;"FR940603-1-00030";0,00<br>
399,00;"FR940811-0-00040";0,00<br>
399,00;"LA060290-0160";0,00<br>
399,00;"LA101589-0091";0,00<br>
399,00;"FR940819-0-00077";0,00<br>
399,00;"FR940811-0-00042";0,00<br>
399,00;"LA081189-0077";0,00<br>
399,00;"FR940831-1-00015";0,00<br>
399,00;"FR940811-0-00045";0,00<br>
399,00;"FR941212-1-00017";0,00<br>
399,00;"LA081390-0044";0,00<br>
399,00;"LA021690-0119";0,00<br>
399,00;"LA102990-0070";0,00<br>
399,00;"LA081589-0027";0,00<br>
399,00;"LA071789-0059";0,00<br>
414,00;"FT941-11669";0,00<br>
414,00;"FBIS4-33291";0,00<br>
414,00;"FBIS4-50690";0,00<br>
414,00;"FBIS4-57404";0,00<br>
414,00;"FBIS4-34332";0,00<br>
414,00;"FT922-8180";0,00<br>
414,00;"FT931-1055";0,00<br>
414,00;"FBIS3-32757";0,00<br>
414,00;"FT932-6585";0,00<br>
414,00;"FT921-1287";0,00<br>
414,00;"FBIS4-52037";0,00<br>
414,00;"FT944-10413";0,00<br>
414,00;"FBIS3-11898";0,00<br>
414,00;"FT942-498";0,00<br>
414,00;"FBIS3-32262";0,00<br>
414,00;"FT931-5438";0,00<br>
414,00;"FT923-3729";0,00<br>
414,00;"FT944-8002";0,00<br>
414,00;"FR941202-2-00022";0,00<br>
414,00;"FBIS3-51456";0,00<br>
414,00;"FT934-17231";0,00<br>
414,00;"FBIS4-56355";0,00<br>
414,00;"FBIS3-50080";0,00<br>
414,00;"FBIS4-50871";0,00<br>
414,00;"FT933-6374";0,00<br>
414,00;"FBIS3-10026";0,00<br>
414,00;"FBIS4-36336";0,00<br>
414,00;"FT932-14052";0,00<br>
414,00;"FT943-2583";0,00<br>
414,00;"FBIS4-60769";0,00<br>
414,00;"FBIS3-20784";0,00<br>
414,00;"FBIS4-723";0,00<br>
414,00;"FR941007-1-00017";0,00<br>
414,00;"FT942-11872";0,00<br>
414,00;"FBIS4-51031";0,00<br>
414,00;"FBIS3-10779";0,00<br>
414,00;"FT932-9455";0,00<br>
414,00;"FR940607-2-00014";0,00<br>
414,00;"FBIS4-47059";0,00<br>
414,00;"FR940406-2-00026";0,00<br>
414,00;"FR940811-0-00008";0,00<br>
414,00;"FT921-8454";0,00<br>
414,00;"LA041290-0076";0,00<br>
414,00;"FBIS4-30626";0,00<br>
414,00;"FBIS4-11325";0,00<br>
414,00;"FT924-13787";0,00<br>
414,00;"FT944-17978";0,00<br>
414,00;"FBIS3-33324";0,00<br>
414,00;"FT933-1187";0,00<br>
414,00;"LA020190-0164";0,00<br>
414,00;"FR940208-2-00006";0,00<br>
414,00;"FBIS3-42769";0,00<br>
414,00;"FBIS4-10962";0,00<br>
414,00;"FBIS4-67538";0,00<br>
414,00;"FBIS4-25359";0,00<br>
414,00;"FBIS3-59491";0,00<br>
414,00;"FBIS3-26359";0,00<br>
414,00;"FBIS4-1627";0,00<br>
414,00;"FBIS3-43220";0,00<br>
414,00;"LA120589-0031";0,00<br>
414,00;"LA080690-0036";0,00<br>
414,00;"LA070989-0148";0,00<br>
428,00;"FBIS3-28084";0,00<br>
428,00;"FBIS3-3764";0,00<br>
428,00;"FBIS3-60425";0,00<br>
428,00;"FBIS3-45266";0,00<br>
428,00;"FBIS3-4302";0,00<br>
428,00;"FBIS4-50491";0,00<br>
428,00;"FBIS4-49527";0,00<br>
428,00;"FBIS4-32115";0,00<br>
428,00;"FBIS4-26201";0,00<br>
428,00;"FBIS3-1817";0,00<br>
428,00;"FBIS4-29208";0,00<br>
428,00;"FBIS4-51839";0,00<br>
428,00;"FBIS4-24947";0,00<br>
428,00;"FBIS4-51440";0,00<br>
428,00;"FBIS3-14003";0,00<br>
428,00;"FBIS3-22186";0,00<br>
428,00;"FBIS4-61406";0,00<br>
428,00;"FBIS3-44465";0,00<br>
428,00;"FBIS3-2285";0,00<br>
428,00;"FBIS4-21491";0,00<br>
428,00;"FBIS3-3139";0,00<br>
428,00;"FBIS3-46419";0,00<br>
428,00;"FBIS4-27566";0,00<br>
428,00;"FBIS4-47576";0,00<br>
428,00;"FBIS3-11397";0,00<br>
428,00;"FBIS3-26577";0,00<br>
428,00;"FBIS4-47441";0,00<br>
428,00;"FBIS4-30487";0,00<br>
428,00;"FBIS4-22433";0,00<br>
428,00;"FBIS3-20994";0,00<br>
428,00;"FBIS3-60292";0,00<br>
428,00;"FBIS4-40104";0,00<br>
428,00;"FBIS3-10603";0,00<br>
428,00;"FBIS4-44525";0,00<br>
428,00;"FBIS4-66511";0,00<br>
428,00;"FBIS3-59300";0,00<br>
428,00;"FBIS4-68372";0,00<br>
428,00;"FBIS3-22191";0,00<br>
428,00;"FBIS4-67450";0,00<br>
428,00;"FBIS4-66698";0,00<br>
428,00;"FBIS3-24619";0,00<br>
428,00;"FBIS3-43034";0,00<br>
428,00;"FBIS3-42996";0,00<br>
428,00;"FBIS3-32193";0,00<br>
428,00;"FBIS4-66276";0,00<br>
428,00;"FBIS3-51398";0,00<br>
428,00;"FBIS3-42811";0,00<br>
428,00;"FBIS3-40136";0,00<br>
428,00;"FBIS4-1843";0,00<br>
428,00;"FBIS4-11284";0,00<br>
428,00;"FBIS4-23131";0,00<br>
428,00;"FBIS4-20504";0,00<br>
428,00;"FT932-7972";0,00<br>
428,00;"FT921-10291";0,00<br>
428,00;"FT933-11803";0,00<br>
428,00;"LA101689-0053";0,00<br>
428,00;"FT943-9218";0,00<br>
428,00;"FT921-7084";0,00<br>
428,00;"FT922-626";0,00<br>
428,00;"FT934-10341";0,00<br>
428,00;"FT941-7381";0,00<br>
428,00;"FT911-3536";0,00<br>
428,00;"FT924-10640";0,00<br>
428,00;"FT931-1045";0,00<br>
428,00;"FT943-8321";0,00<br>
428,00;"LA070190-0078";0,00<br>
428,00;"LA012990-0099";0,00<br>
428,00;"LA051190-0178";0,00<br>
428,00;"FT921-2114";0,00<br>
428,00;"LA030590-0011";0,00<br>
428,00;"LA070590-0056";0,00<br>
428,00;"FR940127-1-00033";0,00<br>
428,00;"LA040390-0124";0,00<br>
428,00;"FT921-5892";0,00<br>
428,00;"LA092789-0104";0,00<br>
428,00;"FT923-5408";0,00<br>
428,00;"FT943-5141";0,00<br>
428,00;"FT911-3399";0,00<br>
428,00;"FR941216-1-00056";0,00<br>
428,00;"LA051190-0078";0,00<br>
428,00;"LA011890-0094";0,00<br>
428,00;"FT943-6270";0,00<br>
428,00;"LA060590-0007";0,00<br>
428,00;"FT932-10373";0,00<br>
428,00;"LA010189-0048";0,00<br>
428,00;"LA112090-0167";0,00<br>
428,00;"FT922-10401";0,00<br>
428,00;"FT923-13628";0,00<br>
428,00;"FT943-6050";0,00<br>
428,00;"FT932-3422";0,00<br>
428,00;"LA091690-0063";0,00<br>
428,00;"FR940323-1-00019";0,00<br>
428,00;"LA122090-0184";0,00<br>
428,00;"FT942-7412";0,00<br>
428,00;"FT934-9940";0,00<br>
428,00;"FT942-1376";0,00<br>
428,00;"FT941-5607";0,00<br>
428,00;"FT943-3495";0,00<br>
428,00;"FT923-9092";0,00<br>
428,00;"FT942-12847";0,00<br>
428,00;"FT941-2789";0,00<br>
428,00;"FR940610-0-00133";0,00<br>
428,00;"FT924-15515";0,00<br>
428,00;"FT911-2458";0,00<br>
428,00;"FT944-13407";0,00<br>
428,00;"LA020889-0071";0,00<br>
428,00;"FT911-135";0,00<br>
428,00;"FT941-12771";0,00<br>
428,00;"LA123189-0035";0,00<br>
428,00;"LA092489-0020";0,00<br>
428,00;"FT921-7315";0,00<br>
428,00;"LA080689-0085";0,00<br>
428,00;"LA093090-0057";0,00<br>
428,00;"FR941027-1-00030";0,00<br>
448,00;"FT941-9950";0,00<br>
448,00;"FT933-7505";0,00<br>
448,00;"FT931-13755";0,00<br>
448,00;"FT941-11514";0,00<br>
448,00;"FBIS3-54766";0,00<br>
448,00;"FBIS3-16837";0,00<br>
448,00;"FT942-2141";0,00<br>
448,00;"FBIS4-38311";0,00<br>
448,00;"FBIS4-57268";0,00<br>
448,00;"FT924-9738";0,00<br>
448,00;"FBIS3-6496";0,00<br>
448,00;"FT941-14248";0,00<br>
448,00;"FT921-4195";0,00<br>
448,00;"FR941007-0-00084";0,00<br>
448,00;"FT942-13087";0,00<br>
448,00;"FBIS3-60644";0,00<br>
448,00;"FR940602-1-00084";0,00<br>
448,00;"FT934-13657";0,00<br>
448,00;"FBIS4-63461";0,00<br>
448,00;"FT911-5039";0,00<br>
448,00;"FT932-6352";0,00<br>
448,00;"FBIS4-17672";0,00<br>
448,00;"FBIS4-60441";0,00<br>
448,00;"FBIS4-16270";0,00<br>
448,00;"FT932-2429";0,00<br>
448,00;"FR940323-2-00143";0,00<br>
448,00;"FT922-14108";0,00<br>
448,00;"FT931-15279";0,00<br>
448,00;"FT924-12552";0,00<br>
448,00;"FT931-16470";0,00<br>
448,00;"FT933-12493";0,00<br>
448,00;"FBIS4-39795";0,00<br>
448,00;"FBIS3-3860";0,00<br>
448,00;"FBIS4-17181";0,00<br>
448,00;"FT931-3603";0,00<br>
448,00;"FT922-6122";0,00<br>
448,00;"FT921-13480";0,00<br>
448,00;"FT923-6141";0,00<br>
448,00;"FR941230-1-00025";0,00<br>
448,00;"FBIS4-68292";0,00<br>
448,00;"FT931-12132";0,00<br>
448,00;"FBIS3-45659";0,00<br>
448,00;"FT923-10556";0,00<br>
448,00;"FBIS4-20606";0,00<br>
448,00;"FT931-6966";0,00<br>
448,00;"FBIS4-26062";0,00<br>
448,00;"FR940830-1-00091";0,00<br>
448,00;"FR940217-1-00129";0,00<br>
448,00;"FR940719-1-00021";0,00<br>
448,00;"FBIS3-41579";0,00<br>
448,00;"FT934-8644";0,00<br>
448,00;"FR940203-0-00057";0,00<br>
448,00;"FBIS4-13825";0,00<br>
448,00;"FT922-10028";0,00<br>
448,00;"FT932-10607";0,00<br>
448,00;"FR940503-1-00065";0,00<br>
448,00;"FT933-15630";0,00<br>
448,00;"FBIS3-26568";0,00<br>
448,00;"FR940805-2-00024";0,00<br>
448,00;"FR940513-0-00065";0,00<br>
448,00;"FT934-2742";0,00<br>
448,00;"FT923-15284";0,00<br>
448,00;"FT924-4157";0,00<br>
448,00;"FT941-4108";0,00<br>
448,00;"FR941216-1-00095";0,00<br>
448,00;"FBIS3-59352";0,00<br>
448,00;"FR941028-2-00139";0,00<br>
448,00;"FT922-4205";0,00<br>
448,00;"FBIS4-46597";0,00<br>
448,00;"FBIS4-22457";0,00<br>
448,00;"FBIS3-23691";0,00<br>
448,00;"FBIS4-66258";0,00<br>
448,00;"FBIS4-68591";0,00<br>
448,00;"FBIS3-32560";0,00<br>
448,00;"FBIS4-52587";0,00<br>
448,00;"FBIS4-44915";0,00<br>
448,00;"FBIS3-21159";0,00<br>
448,00;"FBIS3-42811";0,00<br>
448,00;"FBIS4-50706";0,00<br>
448,00;"FBIS4-31787";0,00<br>
448,00;"FBIS4-47609";0,00<br>
448,00;"FT943-13641";0,00<br>
448,00;"FT943-3781";0,00<br>
448,00;"FT943-8781";0,00<br>
448,00;"LA071189-0127";0,00<br>
448,00;"LA111990-0047";0,00<br>
448,00;"LA081089-0114";0,00<br>
448,00;"LA010490-0017";0,00<br>
448,00;"FT944-4649";0,00<br>
448,00;"LA102390-0139";0,00<br>
448,00;"LA011589-0130";0,00<br>
448,00;"LA101190-0007";0,00<br>
448,00;"FT942-8493";0,00<br>
448,00;"FT944-2254";0,00<br>
448,00;"FT943-6917";0,00<br>
448,00;"LA032290-0215";0,00<br>
448,00;"LA110190-0244";0,00<br>
448,00;"LA092889-0093";0,00<br>
448,00;"FT944-8975";0,00<br>
448,00;"FT944-16285";0,00<br>
448,00;"FT944-12648";0,00<br>
448,00;"FT943-178";0,00<br>
448,00;"LA020990-0120";0,00<br>
448,00;"LA072589-0007";0,00<br>
448,00;"FT944-18722";0,00<br>
448,00;"LA122089-0059";0,00<br>
448,00;"LA120389-0130";0,00<br>
448,00;"LA042489-0051";0,00<br>
448,00;"LA022689-0005";0,00<br>
448,00;"LA082690-0123";0,00<br>
448,00;"LA123190-0041";0,00<br>
448,00;"LA061190-0090";0,00<br>
448,00;"LA010490-0057";0,00<br>
448,00;"LA010490-0037";0,00<br>
448,00;"LA062589-0156";0,00<br>
448,00;"LA012190-0213";0,00<br>
448,00;"LA060189-0027";0,00<br>
448,00;"LA040590-0149";0,00<br>
448,00;"FBIS3-10778";0,00<br>
445,00;"FT942-17115";0,00<br>
445,00;"FT931-15039";0,00<br>
445,00;"FT943-13908";0,00<br>
445,00;"FT941-6743";0,00<br>
445,00;"FT932-13754";0,00<br>
445,00;"FT941-8960";0,00<br>
445,00;"FT943-5753";0,00<br>
445,00;"FBIS3-2459";0,00<br>
445,00;"FT933-14941";0,00<br>
445,00;"FT932-12986";0,00<br>
445,00;"FT924-9074";0,00<br>
445,00;"FT942-1778";0,00<br>
445,00;"FT921-8909";0,00<br>
445,00;"FBIS4-10097";0,00<br>
445,00;"FT941-9246";0,00<br>
445,00;"FT931-9901";0,00<br>
445,00;"FT931-14015";0,00<br>
445,00;"FBIS4-18753";0,00<br>
445,00;"FBIS4-59421";0,00<br>
445,00;"FBIS4-35669";0,00<br>
445,00;"FR940324-2-00072";0,00<br>
445,00;"FBIS3-27518";0,00<br>
445,00;"FBIS4-52303";0,00<br>
445,00;"FT941-12592";0,00<br>
445,00;"FT922-2871";0,00<br>
445,00;"FT932-6094";0,00<br>
445,00;"FBIS3-34317";0,00<br>
445,00;"FT933-10924";0,00<br>
445,00;"FBIS3-45610";0,00<br>
445,00;"FR941003-2-00020";0,00<br>
445,00;"FT924-388";0,00<br>
445,00;"FT944-2077";0,00<br>
445,00;"FR941222-0-00093";0,00<br>
445,00;"FT942-16458";0,00<br>
445,00;"FT924-3678";0,00<br>
445,00;"FBIS4-66724";0,00<br>
445,00;"FT931-10711";0,00<br>
445,00;"FT943-9241";0,00<br>
445,00;"FT923-11279";0,00<br>
445,00;"FT924-11986";0,00<br>
445,00;"FR940722-0-00115";0,00<br>
445,00;"FT941-16586";0,00<br>
445,00;"FBIS4-44389";0,00<br>
445,00;"FT934-16133";0,00<br>
445,00;"FT944-2691";0,00<br>
445,00;"FT944-15308";0,00<br>
445,00;"FT943-8964";0,00<br>
445,00;"FT924-10404";0,00<br>
445,00;"FT933-12089";0,00<br>
445,00;"FT934-14389";0,00<br>
445,00;"FBIS3-10127";0,00<br>
445,00;"FT941-4163";0,00<br>
445,00;"FBIS4-26428";0,00<br>
445,00;"FBIS4-68537";0,00<br>
445,00;"FBIS3-42391";0,00<br>
445,00;"FBIS3-21193";0,00<br>
445,00;"FBIS3-61357";0,00<br>
445,00;"FR940104-1-00050";0,00<br>
445,00;"FBIS3-5210";0,00<br>
445,00;"FBIS4-47014";0,00<br>
445,00;"FBIS4-23131";0,00<br>
445,00;"LA090890-0117";0,00<br>
445,00;"LA020290-0135";0,00<br>
445,00;"LA112289-0012";0,00<br>
445,00;"LA032789-0046";0,00<br>
445,00;"LA031989-0092";0,00<br>
445,00;"LA012290-0102";0,00<br>
445,00;"LA031090-0106";0,00<br>
445,00;"LA121789-0181";0,00<br>
445,00;"LA022890-0108";0,00<br>
445,00;"LA110689-0057";0,00<br>
445,00;"LA041089-0093";0,00<br>
445,00;"LA072489-0004";0,00<br>
445,00;"LA102789-0141";0,00<br>
445,00;"LA052089-0034";0,00<br>
445,00;"LA050590-0142";0,00<br>
445,00;"LA062390-0138";0,00<br>
445,00;"LA042389-0088";0,00<br>
445,00;"LA070790-0120";0,00<br>
445,00;"LA021789-0009";0,00<br>
445,00;"LA051890-0148";0,00<br>
445,00;"LA060489-0113";0,00<br>
445,00;"LA080590-0034";0,00<br>
445,00;"LA101590-0043";0,00<br>
445,00;"LA020490-0196";0,00<br>
445,00;"LA081889-0124";0,00<br>
445,00;"LA123089-0125";0,00<br>
445,00;"LA011390-0065";0,00<br>
445,00;"LA120790-0111";0,00<br>
445,00;"LA010189-0071";0,00<br>
445,00;"LA093090-0069";0,00<br>
440,00;"FT932-4216";0,00<br>
440,00;"FT933-6982";0,00<br>
440,00;"FBIS3-50976";0,00<br>
440,00;"FBIS3-5834";0,00<br>
440,00;"FBIS4-29806";0,00<br>
440,00;"FBIS3-3775";0,00<br>
440,00;"FT924-9436";0,00<br>
440,00;"FBIS3-7321";0,00<br>
440,00;"FR940304-1-00009";0,00<br>
440,00;"FT921-8328";0,00<br>
440,00;"FT921-1171";0,00<br>
440,00;"FBIS4-57979";0,00<br>
440,00;"FT924-12237";0,00<br>
440,00;"FT941-10085";0,00<br>
440,00;"FBIS3-46429";0,00<br>
440,00;"FBIS3-11393";0,00<br>
440,00;"FR940627-2-00033";0,00<br>
440,00;"FR941012-2-00179";0,00<br>
440,00;"FR941230-2-00136";0,00<br>
440,00;"FR940721-0-00032";0,00<br>
440,00;"FR940413-0-00006";0,00<br>
440,00;"FBIS4-19564";0,00<br>
440,00;"FR940725-0-00062";0,00<br>
